"sampleName"	"inputSpecies"	"pthr"	"an"	"newAN"	"newGraft"	"distFloat"	"distBranches"	"jumpUpDist"	"downDup"	"upDup"	"downHT"	"upHT"	"inferredMove"	"implicitHT"	"tgRoot"	"leafGraft"	"nonAncRoot"	"matchBlockList"	"exceedBlockList"	"leafOrtho"	"switchBranch"	"note"	"uniprotList"
"29"	"F6QR75"	"CALJA"	"PTHR11902"	"AN450"	"AN437"	626	"0.064"	"3"	3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	229	FALSE	FALSE	FALSE	0	FALSE	""	"A0A2I3SGX3;A0A2I2Y2H5;P06733;G2HFA5;G3R4B2;F7HMT2;A0A5F7ZL29;P17182;F1M9V3;M0R5J4;P04764;Q9XSJ4;A0A3Q1MXQ0;A0A287B6S5;A0A3Q2GSM3;A0A2I2UJ14;A0A2I2UTE6;A0A5F4C4W3;A0A5F4C740;F1PCH3;A0A5F8GQ53;F7EV12;F7FAQ8;P51913;A0A1L1RNS0;A0A803KHD9;F7BX75;H2L918;Q6PC89;A0A3B3ICW0;A0A2R8Q1X2;W5MJW1;F6XZ93;C3XQ23;A0A7M7NX06;A0A7M7NX89;Q27527;A8WSJ4;H3EAP3;P15007;A0A1S4GWC2;D6X018;D6X017;D6X009;E9GAM4;T1ER33;T1EMD3;T1FM52;A7S5Z0;B3S3I5;B3SFJ7;B3RZY5;A9UXB0;Q7SHD6;Q5KG11;P0CX11;P0CX10;P00924;P42222;P00925;Q756H2;P30575;Q6C1F3;Q5B135;Q96X30;Q7RV85;A7EFI1;Q0UXE3;Q8NKC2;P40370;B6JZR2;B6K2A1;B6JVP6;Q5KLA7;A0A0D1E2E4;E3KXK0;F4P088;C4LXE8;Q55F83;F0ZJC2;Q54RK5;Q4QFL8;Q381E5;Q38BV6;E2RTS6;A2FQV9;A2DPH9;A2ELB9;Q5EFD8;A2E9S4;A2E269;A2EFN8;A2EP01;A2EBB4;B8BZT5;B8C355;H3GAT5;A8JH98;W1PQY8;A0A0K9NQ22;M0T760;K4A9C1;C5WQ44;A0A1D6JXF0;K7VN61;I1H746;A0A287PA40;A0A3B6IV00;A0A3B6JIZ2;A0A3B6HPR6;A0A1U8A5R2;A0A1U8A7Z9;A0A0K9QZ55;A0A251UMJ8;A0A2J6MIK7;A0A2J6KID4;M1CZ90;A0A1S3YTS3;A0A1S4BGP5;F6GUV5;A0A059AFZ2;A0A078IQI1;A0A078I8G3;M4DPD7;Q9ZW34;A0A1U8N1G5;A0A1U8MDV1;A0A061GXB8;A0A2K2C355;U5G5W8;A0A2C9WNQ8;B9S376;I1JJN9;I1M6B8;G7K4W1;A0A2I4GFD5;A0A0A0M0P5;M5WHA7;D8QV15;D8QU68;A0A2K1JN02;A0A2R6WMH6;A0A1Y1II55;A9A429;B1L7C2;Q97ZJ3;Q8ZYE7;Q8TQ79;Q60173;Q9HQI9;Q5JJD1;Q5JEV6;A9WCM4;Q9F2Q3;P9WNL1;Q9F3P9;P47647;A5HYC3;Q8DPS0;Q2G028;P64074;P37869;Q815K8;P42848;Q9RR60;Q7NIR1;P77972;Q8F4T8;Q89Z05;O84591;Q7UIR2;O66778;B5YKR8;B8E0W1;Q8RI55;P48285;Q9JZ53;Q74AR6;Q89KV6;Q83B44;P43806;Q8EBR0;Q9KPC5;Q8P9Z3;Q9HXZ5;P64076;Q8ZBN2;P0A6P9"
"30"	"A0A0D2TTS5"	"GOSRA"	"PTHR31780"	"AN236"	"AN236"	124	"0"	"0"	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	0	FALSE	""	"-1"
"31"	"Q0S2J7"	"RHOJR"	"PTHR37323"	"AN9"	"AN0"	11	"1.982"	"4"	4	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	5	FALSE	FALSE	FALSE	0	FALSE	""	"A9WDK2;Q9RCY9;I6YEZ8;Q8EZQ9;Q8A247;Q8EHI3;Q9KUM6;Q9KLU5"
"32"	"A0A2R8MU18"	"CALJA"	"PTHR10560"	"AN7"	"AN7"	28	"0"	"0"	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	0	FALSE	""	"-1"
"33"	"A0A1D2NC91"	"ORCCI"	"PTHR42972"	"AN20"	"AN5"	46	"0.842"	"2"	2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	9	FALSE	FALSE	FALSE	0	FALSE	""	"F6Q4K1;F6V9V8;C3ZMK4;C3Y3V6;A0A7M7NBF9;A0A7M7NCP5;E9GU52;E9G893;E9G892;A9V9K6;A9UYI5;A9UYC1;Q5B037;Q4WBW4;Q7S375;Q7SET6;Q0TXV0;A0A0D1CLL2;Q5AUP3;Q4W9V8;Q54PS3;F0Z8L8;A9WDL3;Q8A7W6;Q7UWF1;Q8EKS3"
"34"	"A0A0D2RL11"	"GOSRA"	"PTHR31818"	"AN94"	"AN94"	47	"0"	"0"	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	0	FALSE	""	"-1"
"35"	"A0A0D2UGZ7"	"GOSRA"	"PTHR21659"	"AN288"	"AN288"	150	"0"	"0"	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	0	FALSE	""	"-1"
"36"	"A0A0D2SRF3"	"GOSRA"	"PTHR10961"	"AN317"	"AN316"	341	"0.149"	"1"	2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	0	FALSE	""	"C3ZB43;A0A7M7N6C4;A0A7M7NYP7;A0A7M7NJ99;A0A7M7N422;Q4WFS6;Q9P0Z9;H2QCK0;G3R9I2;F6XXQ3;Q9D826;Q5I0K1;Q29RU9;A0A287AV37;F7DBT6;M3W6Z7;E2R6W0;A0A5F8H7Q1;F7FLQ9;R4GM61;F7EFA5;H2MF46;F6P928;W5MBU8;F6QJA2;F6QJ74;F6YW02;F6V5Y1;F6WVH9;C3YTP2;C3YDB7;C3XVP5;A0A7M7T5Q5;A0A7M7HJP4;A0A7M7RH43;A0A7M7RFH8;A0A7M7PTM7;Q8WSW2;A8XTU9;A8XTU8;A8WZ41;Q18006;A8WZ42;A0A4X3PBB9;H3FMQ7;H3FMQ6;A7RRI9;A7RWL6;Q5ARU8;Q4WMF9;Q4WIF5;A7F9K7;Q0U0X5;Q5AYI3;Q0TY64;Q0UFL7;C8V6G0;G5EB56;Q0UKY5;Q0UIL6;Q9UTM9;Q5KJN2;Q5KMX0;E3KFR9;Q5B3A5;Q4WD43;Q4WXN4;V5IKU5;A7EMZ6;Q0UJ77;Q5B9J4;Q5ASS3;Q4WBX7;O43029;Q5K8N4;A0A0D1DUB4;Q5ATD4;Q5K7F4;Q5K874;Q54US8;F0ZKB6;A0E7H3;A0EG29;B8LDG9;H3GHZ9;A0A2K3DIF1;A0A2K3D1V7;W1PQY5;A0A0K9PN11;M0SMH4;K3XQS0;C5XIL7;B4FTJ7;C5XIV6;K7VC32;K3XR60;K3XIB9;C5XIV7;C5XFN4;A0A1D6MPA5;A0A0P0V1M3;I1HEZ1;A0A287HDT7;A0A3B5Y4D2;A0A3B5ZZF8;A0A3B5Z226;K3ZTS9;A0A1W0W5S6;C5X4K6;B4F987;Q2QP28;A0A0P0XPG5;A0A0Q3EWU0;I1IRG1;A0A287RTM6;A0A3B6LMY3;A0A3B6KKT8;A0A3B6MUC0;A0A3B6LPA9;A0A287RTC9;A0A287RTM1;A0A3B6KKR3;A0A3B6LPE9;A0A3B6LPE6;A0A3B6KJ41;A0A3B6MSN4;A0A1U8BAV1;A0A0K9RYH5;A0A251THB6;A0A251S6M6;A0A251TJ42;A0A2J6K560;A0A022Q296;A0A2G3ANJ1;M1CHP5;A0A3Q7HHA0;A0A1S4BLL8;A0A1S4DRR3;F6H9I1;A0A059CXE2;A0A059CWN3;A0A059CVX4;A0A078G5U4;A0A078I852;M4ETF2;Q9SJA7;A0A1U8PSM7;A0A1U8J4R6;A0A061GJC3;A0A067G3R0;A0A067FIU9;B9N674;B9ILE2;A0A2C9W389;A0A2C9UBC2;B9TA32;I1JUN3;G7J2T4;G7J2T2;A0A2I4EDZ4;A0A2I4GP01;A0A0A0LJG6;A0A251RD74;M5Y2Y9;M5XD12;D8S558;D8RGK3;A9TEE8;A0A2R6W4W9;A0A1Y1IKN2"
"37"	"A0A0D2V6X8"	"GOSRA"	"PTHR34282"	"AN59"	"AN59"	29	"0"	"0"	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	0	FALSE	""	"-1"
"38"	"A0A0D2NMJ5"	"GOSRA"	"PTHR23063"	"AN574"	"AN573"	679	"0.016"	"1"	2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	0	FALSE	""	"Q643R3;H2Q941;G3QXF8;F7H2G9;Q6NVG1;D3ZR52;A0JNE8;F1SCN4;F6U8M0;M3VX71;A0A5F4C475;F6WZ01;F7D7H4;H9GEB4;A0A803J6N2;Q28C60;H2LYK3;F1QD35;Q9D5U0;Q4V8A1;F1N7P3;A0A3Q2HWR3;Q7L5N7;H2QB42;A0A2I2YGK6;A0A1D5Q5F4;Q8BYI6;P0C1Q3;A0A3Q1MPE0;F1RF12;F6ZNP6;M3XDM9;E2R9U2;F7GDB6;A0A6I8NW84;A0A1L1RIZ2;H9GNF5;A0A6I8Q3X3;H2MEU4;Q502J0;W5MJI9;Q8NF37;K7AQZ3;G3RHY4;A0A5F8AF02;Q3TFD2;Q1HAQ0;F1MTK4;F1S029;F6XU44;M3VVE0;J9NSM6;F7BCV0;A0A6I8PPV1;F1NME3;G1K8X6;A0A803JMM2;A0A3B3H8R0;Q1LWG4;W5MR02;H2XRA8;F7B4P3;C3XTW3;A0A7M7N4P2;Q0KHU5;A0NCF7;Q7QFP0;A0A139WLL9;E9FU51;T1FTE6;A7RMR0;B3RJ50;B3S800;B3RJ48;A9V3A9;Q06508;Q74ZE4;A0A1D8PD80;Q6CBZ8;Q5AZD5;Q4X098;Q1K657;A7ETN1;Q0U5Q8;Q9US27;Q5KC40;A0A0D1DV17;E3JU06;F4PB23;C4M3T8;Q54X10;F0ZXY9;Q4QHX5;Q382T1;E9AEA3;Q38BL2;Q57V50;D3KHH2;A8BV75;A8BVQ1;A8BST9;A8BFR8;A2DUW3;A2E5R7;A2DPZ7;A2EDS9;A2ECI2;A2FH00;A2FFH2;A2E125;A2EP05;A2DPE6;A2D7J8;A2DEH8;A2E3C2;Q8IKZ8;Q8I310;A0EC22;A0DYX3;A0E051;A0BJ00;A0D9P3;A0DW04;A0E5I9;H3GIP8;A0A2K3CPD5;U5DAZ7;A0A0K9NHQ1;A0A0K9PPN5;M0TUV2;K3XIW2;C5XIQ8;B4FFT5;I1HEW4;A0A287KVD9;A0A3B6GV50;A0A3B6EFY0;K3Z6U2;A0A1B6P8D4;A0A1D6FNP1;Q5W795;I1HK97;A0A287FTG8;A0A3B5YYC9;A0A3B5ZWM0;A0A3B5Y117;A0A1U7ZNN0;A0A0K9REK7;A0A251U010;A0A2J6LAL0;A0A251VEC7;A0A2J6KRY4;A0A022QY08;A0A022RZJ8;A0A1U8GBV3;M1CP06;A0A3Q7H2N7;A0A1S4DHI8;A0A1S4BD45;F6H1G5;A0A059BQ01;A0A059DCG0;M4CHB2;M4F243;Q8L7R3;A0A1U8JE56;A0A1U8PBM6;A0A1U8KV08;A0A1U8KG50;A0A1U8MQ49;A0A061FBL0;A0A067H9M4;B9GP34;B9MVD8;A0A251KX73;A0A2C9U0B6;B9R7Q7;I1JTC9;I1K7T6;A0A072VER2;G7KQU5;A0A2I4EW60;A0A6P9EX89;A0A2I4EQC6;A0A0A0LRG3;M5XD55;D8SPL7;D8RG68;A0A2K1JW87;A0A2R6WU71;A0A1Y1I8S3"
"39"	"A0A2H3DQI5"	"ARMGA"	"PTHR46648"	"AN45"	"AN42"	60	"1.101"	"2"	2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	21	FALSE	FALSE	FALSE	0	FALSE	""	"Q04344;Q754B3;Q59WG0;Q4WQA6;Q7RY54;A7EN42;Q0UMA6;C8V7J9;Q4WLQ6;Q7S3H7;A7F0C6;Q0U7Q9;O94586;B6K043;Q5KLA4;A0A0D1E1X7;A0A0D1DTJ0;E3JYF3;F4P9P0;Q4QFW1;Q57X64;H3GFP9;A0A1Y1HN21"
"40"	"A0A2R8PB10"	"CALJA"	"PTHR11835"	"AN104"	"AN101"	423	"0.013"	"3"	4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	0	FALSE	""	"O43837;A0A2I3SYM4;G3R3G3;A0A1D5QJ76;Q91VA7;Q68FX0;O77784;A0A5G2Q9X2;A0A3Q2IEM5;A0A5F5XC98;F1PCN7;E2QUB9;A0A5F8GR63;A0A6I8PDH4;A0A1D5PG36;H9GAN7;A0A6I8RCI5;H2LWT5;A0A2R8QPC9;W5LYN8;F6YNQ3;C3Y3R5;A0A7M7SYY4;Q93353;A8XNQ1;H3FHB8;Q9VD58;Q7Q3A3;D6X3C9;E9HRV4;T1FMI8;A7SPW9;B3S973;A9V4K9;P28834;Q75AZ3;A0A1D8PEM5;Q6C6Z1;C8VFD8;Q4WNH3;Q7SFV4;A7EFR9;Q0UX67;O13696;Q5KAD7;A0A0D1EAL8;F4P785;Q54B68;F0ZQ10;A0D476;A0D2B8;A0DIT9;A8J6V1;W1PY37;A0A0K9P738;A0A0K9P8H0;M0TAV3;M0TYB7;M0S9U7;K3Y817;A0A1B6PLK5;B4FID6;Q33E21;I1IYV8;A0A287INL5;W5BD12;A0A3B6B0N4;K3YTE1;C5XWJ7;A0A1D6Q462;A0A1D6Q461;A0A1D6HC33;Q6ZI55;I1IB67;A0A3B6QHG5;A0A3B6NQD7;A0A3B6PNK2;A0A1U7ZIP3;A0A1U8ADS7;A0A078HY31;A0A078GJN5;M4D227;O81796;A0A1U8ARQ8;A0A251TWK2;A0A251SH39;A0A251UYP4;A0A251UXM2;A0A251UAH6;A0A2J6MA87;A0A2J6LZM1;A0A1U8KVX8;A0A1U8N5Q8;A0A1U8IN13;A0A1U8L6X7;A0A061DXM8;A0A0K9QDP2;A0A0K9QKF2;A0A251SQ58;A0A2J6LPS2;A0A2J6LV83;A0A022RJ80;A0A1U8FMB2;M0ZMF9;A0A3Q7F6D8;A0A1S4BAC1;A0A1S4B4G8;A0A2G2YKD2;M1BEG6;A0A3Q7JDJ8;Q9ZNX1;A0A1S3Z488;A0A1S3YYZ0;F6I0W2;F6I277;A0A059AS74;A0A059AP77;A0A078GXZ8;M4CCU2;P93032;A0A078FXT7;M4D542;M4DWB6;Q9LQK9;Q8LFC0;A0A1U8N8G5;A0A061DF38;A0A067FLS4;B9HPZ5;A0A2K2AEH4;A0A2K2AXK4;B9HH25;A0A2C9WLH7;A0A2C9WCY7;B9SRZ2;I1LI93;I1MMY0;I1JCB1;G7K008;G7L9H2;I1M643;A0A6P9DTZ4;A0A2I4DRG6;A0A0A0KCU2;A0A0A0KMQ6;M5VVY9;M5VJW9;D8SPP4;D8RG96;A0A2K1ITN1;A0A2K1K7V9;A0A2K1IHE3;A0A2R6X8V2;A0A1Y1HXE0;A9A2N6;Q8TI91;A9A4I7;B1L5I7;B1L3C1;Q9UXB2;Q8ZW34;Q8TJN2;Q58991;Q58130;Q5JFV8;A9WD13;A5HYW3;Q9RTT2;Q7NC91;B5YFP4;Q89RJ1;Q89RM2;Q89GM4;Q8EGQ7;Q8PBY9"
"41"	"F7GW91"	"CALJA"	"PTHR46957"	"AN90"	"AN62"	97	"2.433"	"7"	2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	46	FALSE	FALSE	FALSE	0	FALSE	""	"P23467;A0A2I3TT68;A0A2I2Y937;A0A1D5RJA4;B2RU80;A0A0G2K2W0;E1BFE2;A0A287BPL0;A0A3Q2GSG1;A0A2I2UMZ2;A0A5F4BZR2;F7C049;A0A6I8NBS7;A0A3Q2U6C7;A0A1D5PBZ9;G1K9Y2;F7DSS9;A0A6I8Q623;A0A6I8SKN4;A0A3B3IIV3;A0A0R4ITJ9;H2MXH5;W5NH93;A0A7M7T146;A0A7M7P0W4;A0A7M7P1B4;A0A7M7NZK7;A0A7M7N3W4;A0A7M7HQB2;A0A7M7SSH1;A0A7M7P291;A0A7M7NZ25;A0A1S4GKI9;A9V3Z8"
"42"	"A0A0D2NJA2"	"GOSRA"	"PTHR12313"	"AN622"	"AN621"	800	"0.043"	"1"	2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	0	FALSE	""	"Q99942;A0A2I3RK15;H2R7G2;G3RQU7;F6V4V2;O35445;Q5M807;A0A3Q1ME24;A5A8Y3;A0A5F5Q3A2;M3W2C7;E2QS10;F7GGI4;A0A6I8NRR8;G1KMF2;Q07G61;H2L8S0;F1R8W7;Q96GF1;A0A2I3T5A2;G3S997;Q91YT2;Q568Y3;A4IFC2;F6QU77;A0A337SFW9;F6REQ9;Q5ZIR9;A0A803JWH9;H2LWJ5;Q6PC78;W5MBL5;C3YD25;A0A7M7P9G5;A0A7M7RB50;Q09463;A8XXB1;A0A4X3P3C6;H3EZU8;A0A4X3P7L5;A0A4X3NTJ5;A0A4X3NWW3;A0A4X3P387;A0A1Z1CK50;Q8IR26;Q8IQM1;Q9VFY3;Q9VXP1;Q7Q649;D6X296;E9HR77;B7QP09;T1FPZ7;A7SFY7;B3S596;F4NX43;C4M901;Q54ND8;F0ZY10;Q4Q1N0;A8BUE7;C6KTA9;A0C1N2;A0CBH0;A0CKT1;A0C7Z2;B8LCA5;H3HAT2;A0A2K3CRL2;W1NJ60;U5D587;A0A0K9PV10;A0A0K9NX13;A0A0K9NJU4;A0A0K9NJM2;A0A0K9PSY7;M0S2J3;K3Y717;A0A1Z5R856;A0A1B6PFW0;A0A1Z5RHD4;C5XIT4;B4F9X1;B4FHW7;A0A1D6MRY8;Q84SC7;A0A0Q3JAJ4;I1I1C0;A0A0Q3F779;I1I1C1;M0UZY8;A0A3B6RFS5;A0A3B6SH38;A0A3B6TK58;M0T360;M0SVF4;M0SI09;M0TMF2;A0A1B6Q6T9;K7VNR4;Q5QLT9;A0A0Q3IXM9;M0ZAW4;W5D5M0;A0A3B6GY70;A0A3B6EPW2;K3Z537;C5YZE6;A0A1D6M6A7;K7UWQ3;Q0DHF0;I1HIJ2;A0A287G4L1;A0A3B5ZZ00;A0A3B5Y2Z1;A0A3B5Z1C0;M0RM86;M0S7L6;K3XLA9;A0A1B6Q6A0;C4J8T3;K7W477;A0A0P0V8K7;I1HRZ5;M0UMQ6;A0A3B6GZC5;W5D315;M0U6T8;M0SSS3;K3Y9I1;C5YCL1;A0A1D6E4U1;A0A1D6JAU4;Q7X7L7;A0A0Q3QFF0;A0A287UCS6;A0A3B6PPI0;A0A3B6NSF5;A0A3B6QII5;I1IZZ0;M0Z3Q0;A0A1D5ULK2;A0A3B6B2M1;A0A3B6C9W5;K4AEL8;C5WPP0;A0A1D6GKJ8;B4FM66;Q84SW9;I1GPL8;A0A287MYY7;A0A3B6IMZ5;A0A3B6HZ51;A0A3B6JEY3;K3YV69;C5XYA1;A0A1D6HEG5;Q6H7E5;K3Z8Z7;C5YT07;A0A096TL24;Q2QLM8;I1IG46;A0A287QCK8;A0A3B6LGJ5;A0A3B6MM88;A0A3B6KAA8;M0Y201;A0A3B6KBC8;A0A3B6MJR0;A0A3B6LEU6;A0A1U7Z7G7;A0A1U8B861;A0A0K9R703;A0A251V800;A0A2J6L3R4;A0A3Q7HEP0;A0A1S4DBP4;A0A1S3ZIL7;M1CCC8;A0A3Q7J5Y9;A0A1S4CC97;A0A1S4DR09;M1B8P0;A0A3Q7JT72;A0A1S3ZXQ4;A0A1S4CP23;F6H256;A0A059BNP0;A0A078FPL2;M4D1Q3;A0A078GVX4;M4DRA5;M4EC37;Q8GUK7;A0A1U8KGP3;A0A1U8KGK6;A0A1U8NIP9;A0A061F897;A0A067GFE2;A0A2K1YJ41;A0A2K2CB88;A0A2C9UE46;A0A2C9W6N9;B9SNN5;C6TEZ7;A0A2I4H2J0;A0A2I4EU09;A0A0A0KZN0;A0A251PMH6;D8QY88;D8RBP2;D8RXY6;D8T4Y7;A0A2K1IB54;A0A2R6WRS3;A0A1Y1IV45"
"43"	"Q0SGW0"	"RHOJR"	"PTHR43571"	"AN157"	"AN158"	174	"0.222"	"1"	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	0	FALSE	""	"F6XHC0;A7RFX2;A7T660;A7SE06;P39708;P07262;A0A1D8PMH8;Q6C1A9;P18819;Q4WNQ8;P00369;A7EUW2;P78804;B6K3S5;Q5KL32;A0A0D1E509;Q4Q7X1;A8BFF8;A2DWI3;A2G1Y8;A2FCY9;A2D8B4;Q8ILF7;Q8ILT0;B8C1E2;B8LDR0;H3GA31;U5D504;A0A0K9NQT0;M0U5J7;M0TMU2;K3XFE5;C5XN30;A0A1D6NML6;A0A0P0V4B0;A0A0Q3KBM0;A0A287KZ71;A0A3B6FM44;A0A3B6EFG6;A0A3B6GVJ1;A0A1U8AJ60;A0A1U8ALX0;A0A0K9QW70;A0A251U0K0;A0A2J6LQC1;A0A022S0R3;A0A1U8DXS5;M1A946;A0A3Q7EH04;A0A1S4DKN9;A0A1S4A854;F6HY37;A0A059AHV5;A0A078GDZ1;M4DQY4;A0A078IT17;A0A078H5L8;A0A078I908;M4DCT2;F4I9M9;A0A1U8KF34;A0A061GC94;A0A067F631;A0A2K2C0K9;A0A2C9W2C9;B9RQ63;A0A0R0IXT8;I1KUX4;A0A072TLH9;A0A2I4DS03;A0A2I4GHG5;A0A0A0LFU6;A0A251PVW9;D8R546;D8RBE5;D8TFN5;D8S3V8;D8RY88;A0A7I4BYK8;A0A7I4D4I4;A0A2K1JIV8;A0A2R6XKL1;A0A1Y1IPL5;Q9L0F9;Q8DPG0;Q8Y9G8;Q9RTN9;P54386;Q8A6B2;P94598;P55990;Q9JY71;Q74DL1;P43793;Q9HVJ7;P15111;A0A2S9PKH7;P00370"
"44"	"A0A2H3DTD5"	"ARMGA"	"PTHR34315"	"AN4"	"AN33"	54	"0.643"	"2"	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	0	FALSE	"Multiple possible closest taxons, one of multiple with same shortest distance chosen;"	"Q5B2A2;Q4WFL4;A7F9P0;Q0V4L6;Q5BDS9;Q5AX19;Q4WD07;Q5AUT4;C8VQB3;Q5B5H7;Q5B232;Q4WYX8;Q7SD19;A7EUU2;Q0V602;A0A0D1DN34;E3KJG1;H3H3H0;H3G6C4;H3GB04;H3GU58;H3H3H1;H3H159;H3GU55;H3H185;H3H633;H3GVM6;H3H014;H3H158;H3G630;A0A1Y1HQQ0;A0A1Y1IBL9"
"45"	"A0A0D2T7H9"	"GOSRA"	"PTHR48014"	"AN608"	"AN607"	650	"0"	"1"	2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	0	FALSE	""	"A0A2I3TR96;A0A2I3RY96;A0A2I2ZFD9;Q9C0K7;A0A2I3RCI7;A0A2I2ZA59;F7F789;Q8K4T3;D3ZVH0;F1MB87;A0A5G2QCN9;F7CIG0;M3XGB4;F1PQ92;F6V4E1;A0A6I8P2T0;E1BXT2;H9G517;F7A5J0;H2LGQ7;F1QQD8;W5MXM4;Q7RTN6;A0A2I3TAB9;G3QU25;A0A1D5QYD1;Q3UUJ4;Q7TNZ6;A0A3Q1MQS8;Q5E9J9;A0A286ZUY1;F6Z533;M3W0G1;A0A5F4BUR9;A0A5F8HEW6;A0A6I8P635;Q5ZK47;F1NL91;G1KMC3;A0A6I8QA98;H2LAU9;F1Q5T1;W5N1H3;F6W912;A0A7M7MYK7;A0A1S4GWZ7;Q7Q3C2;A0A139WFN1;E9H734;A7RXR0;A0A3Q1MQ21;Q59LK7;F4NV04;Q54XL6;F0Z868;Q551H4;F0ZUS2;Q4Q5K1;Q4QF64;A8BJ61;H3HC15;A0A2K3DWN2;W1PSF5;A0A0K9Q216;A0A0K9NYX4;A0A0K9NNN5;M0RP25;M0TPN3;K4A696;A0A1B6QJT2;A0A1D6GMK9;A0A1D6KQN0;Q337B2;I1I5F9;A0A287FG08;A0A3B5XZB3;A0A3B5YXW4;A0A3B5ZTC4;K4A5V3;A0A1B6QR04;A0A1D6JL60;Q10SQ6;I1HAL3;A0A287Q2Z1;A0A3B6IX47;A0A3B6UB28;A0A3B6KVE1;A0A3B6J0T1;A0A1U8AIF8;A0A1U7ZHD5;A0A0K9R5J9;A0A0K9R3L2;A0A251UF79;A0A251RL15;A0A2J6LZ32;A0A2J6JJA7;A0A2J6MEI2;A0A022QZS8;A0A022QXY9;A0A2G3APA9;A0A3Q7HII7;A0A1S3YAK5;A0A1S4DAH6;A0A1U8G1R2;A0A3Q7HUU4;A0A1S3ZBD0;A0A1S4CNF1;D7TVQ3;A0A059CGD9;M4DBA2;A0A1P8B4A5;A0A078IU72;M4F2I3;A0A078GFK7;M4EWI5;F4JMF4;A0A1U8N8F8;A0A1U8ID46;A0A1U8NDZ9;A0A1U8K2V9;A0A1U8J7T1;A0A1U8I7W6;A0A1U8L7I0;A0A061F8I2;A0A061F907;A0A061FFV1;A0A061FFV6;A0A061FFT7;A0A061F8J9;A0A061G230;A0A067GAV7;A0A2K2B775;A0A2K2BUG8;A0A2C9WBX3;B9SF79;B9RYT1;K7N1Y6;I1LBY1;K7LY86;I1NIH1;A0A072VM79;A0A2I4HUX0;A0A6P9EN02;A0A0A0L4Y7;A0A251PB52;D8S3L0;D8TCI8;D8SUE7;D8RFM9;D8R055;A0A7I4C667;A0A2K1KNM3;A0A7I4A616;A0A2K1KMY1;A0A2K1JPJ5;A0A2K1KCY8;A0A2R6XMN6;A0A1Y1IQ85"
"46"	"A0A1D2NES5"	"ORCCI"	"PTHR11909"	"AN2155"	"AN2239"	2634	"0.314"	"6"	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	0	FALSE	""	"Q8N752;H2REV2;A0A2I2YZI4;F7AM42;A0A2I3RSJ6;A0A2I2YGF4;P48729;A0A2I3RLP7;G3RDH8;A0A1D5RI02;H9ENA3;Q8BK63;P97633;A0A3Q1NFM1;P35507;A0A3Q1MI36;E1BEW4;P67827;A0A5G2QBA0;A0A3Q2IA95;A0A337RTE5;A0A5F4CDX5;A0A5F8GKC8;F7C1G3;A0A5F8G5J6;F6RLE5;F6SGC1;A0A5F8HJM6;A0A6I8P3Q6;P67962;G1KRF6;F6VPH2;A0A3B3H8H0;Q8JHE0;W5N2N1;F6W3R8;F6VHP9;C3ZS77;A0A7M7RCD0;A0A7M7NTX8;A0A7M7RGR3;P42168;A8XX71;H3FT78;Q9VJC2;P54367;Q7QFR2;A0A139WBH3;E9HGM4;B7PRM1;B7P142;T1G0D4;T1FXL3;T1G6E7;T1FNW7;A7RIM1;A7RPJ6;B3S352;A9UX02;Q57ZE8;A2G5M9;A2DB93;A2FX10"
"47"	"A0A0D2VL11"	"GOSRA"	"PTHR24093"	"AN773"	"AN773"	422	"0"	"0"	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	0	FALSE	""	"-1"
